_2014CandidateDonations_Id,UserName,LoginCode,CandidateName_First,CandidateName_Last,CandidateName_Prefix,Electorate,Party,TotalDonationsACD,TotalExpenses,TotalPartA,TotalPartACalculated,PartATotalsMatch,TotalPartB,TotalPartC,TotalPartDCalculated,PartCTotalsMatch,TotalPartD,TotalPartDCalculated2,PartDTotalsMatch,TotalCandidateExpensesPartsABCD,Entry_Status,Entry_DateCreated,Entry_DateSubmitted,Entry_DateUpdated
146,Evie Mcgruddy,d23,Harry Alchin,Smith,,East Coast,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,21/08/2024 2:50 AM,21/08/2024 2:50 AM,21/08/2024 2:50 AM
145,Evie Mcgruddy,d23,Dick,Ryan,,Tukituki,Democrats for Social Credit,$0.00,$117.50,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$117.50,Submitted,21/08/2024 2:49 AM,21/08/2024 2:49 AM,21/08/2024 2:49 AM
144,Evie Mcgruddy,d23,John,Ring,,Wigram,Democrats for Social Credit,$0.00,$172.50,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$172.50,Submitted,21/08/2024 2:33 AM,21/08/2024 2:33 AM,21/08/2024 2:33 AM
143,Evie Mcgruddy,d23,Mischele,Rhodes,,Hamilton West,Democrats for Social Credit,$0.00,$755.96,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$755.96,Submitted,21/08/2024 2:31 AM,21/08/2024 2:31 AM,21/08/2024 2:31 AM
142,Evie Mcgruddy,d23,Katherine,Ransom,,Waikato,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,21/08/2024 2:27 AM,21/08/2024 2:27 AM,21/08/2024 2:27 AM
141,Evie Mcgruddy,d23,Barry,Pulford,,Napier,Democrats for Social Credit,$0.00,$172.50,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$172.50,Submitted,21/08/2024 2:26 AM,21/08/2024 2:26 AM,21/08/2024 2:26 AM
140,Evie Mcgruddy,d23,John,Pemberton,,Taupō,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,21/08/2024 2:22 AM,21/08/2024 2:22 AM,21/08/2024 2:22 AM
139,Evie Mcgruddy,d23,Miriam,Mowat,,Dunedin North,Democrats for Social Credit,$0.00,$430.20,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$430.20,Submitted,21/08/2024 2:22 AM,21/08/2024 2:22 AM,21/08/2024 2:22 AM
138,Evie Mcgruddy,d23,Huia,Mitchell,,Hunua,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,21/08/2024 2:20 AM,21/08/2024 2:20 AM,21/08/2024 2:20 AM
137,Evie Mcgruddy,d23,Carolyn,McKenzie,,Hamilton East,Democrats for Social Credit,$0.00,$348.16,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$348.16,Submitted,21/08/2024 2:00 AM,21/08/2024 2:00 AM,21/08/2024 2:00 AM
136,Evie Mcgruddy,d23,John,McCaskey,,Kaikōura,Democrats for Social Credit,$0.00,$71.30,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$71.30,Submitted,20/08/2024 5:58 AM,20/08/2024 5:58 AM,20/08/2024 5:58 AM
135,Evie Mcgruddy,d23,Tracy,Livingston,,Bay of Plenty,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,20/08/2024 5:55 AM,20/08/2024 5:55 AM,20/08/2024 5:55 AM
134,Evie Mcgruddy,d23,Chris,Leitch,,Whangārei,Democrats for Social Credit,"$9,500.00","$13,265.77","$9,500.00","$9,500.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$13,265.77",Submitted,20/08/2024 5:16 AM,20/08/2024 5:16 AM,20/08/2024 5:16 AM
133,Evie Mcgruddy,d23,Tim,Leitch,,North Shore,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,19/08/2024 4:21 AM,19/08/2024 4:21 AM,19/08/2024 4:21 AM
132,Evie Mcgruddy,d23,Andrew,Leitch,,New Lynn,Democrats for Social Credit,$0.00,$509.69,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$509.69,Submitted,19/08/2024 4:14 AM,19/08/2024 4:14 AM,19/08/2024 4:14 AM
131,Evie Mcgruddy,d23,James,Knuckey,,Wellington Central,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,19/08/2024 4:01 AM,19/08/2024 4:01 AM,19/08/2024 4:01 AM
130,Evie Mcgruddy,d23,Jason,Jobsis,,Clutha-Southland,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,19/08/2024 3:51 AM,19/08/2024 3:51 AM,19/08/2024 3:51 AM
129,Evie Mcgruddy,d23,Gary J,Gribben,,Port Hills,Democrats for Social Credit,$0.00,$365.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$365.00,Submitted,19/08/2024 3:49 AM,19/08/2024 3:49 AM,19/08/2024 3:49 AM
128,Evie Mcgruddy,d23,David,Espin,,Taranaki-King Country,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,19/08/2024 3:47 AM,19/08/2024 3:47 AM,19/08/2024 3:47 AM
127,Evie Mcgruddy,d23,Ron,England,,Mana,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,19/08/2024 3:22 AM,19/08/2024 3:22 AM,19/08/2024 3:22 AM
126,Evie Mcgruddy,d23,Stephnie,De Ruyter,,Invercargill,Democrats for Social Credit,"$5,113.26","$5,113.26","$5,113.26","$5,113.26",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$5,113.26",Submitted,19/08/2024 3:11 AM,19/08/2024 3:11 AM,19/08/2024 3:11 AM
125,Evie Mcgruddy,d23,Robin,Columbus,,Christchurch Central,Democrats for Social Credit,$0.00,$172.50,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$172.50,Submitted,19/08/2024 2:02 AM,19/08/2024 2:02 AM,19/08/2024 2:02 AM
124,Evie Mcgruddy,d23,Adrian James,Bayly,,Nelson,Democrats for Social Credit,$0.00,$547.40,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$547.40,Submitted,19/08/2024 2:00 AM,19/08/2024 2:00 AM,19/08/2024 2:00 AM
123,Evie Mcgruddy,d23,Peter,Adcock-White,,Waimakariri,Democrats for Social Credit,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,19/08/2024 1:51 AM,19/08/2024 1:51 AM,19/08/2024 1:51 AM
122,Evie Mcgruddy,d23,Paul,Young,,Botany,Conservative Party,$0.00,"$5,285.30",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$5,285.30",Submitted,16/08/2024 5:39 AM,16/08/2024 5:39 AM,16/08/2024 5:39 AM
121,Evie Mcgruddy,d23,Bruce,Welsh,,Rongotai,Conservative Party,$0.00,"$8,380.01",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$8,380.01",Submitted,16/08/2024 5:08 AM,16/08/2024 5:08 AM,16/08/2024 5:08 AM
120,Evie Mcgruddy,d23,Matthew James,Webster,,Northcote,Conservative Party,$0.00,"$1,230.15",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,230.15",Submitted,16/08/2024 5:07 AM,16/08/2024 5:07 AM,16/08/2024 5:07 AM
119,Evie Mcgruddy,d23,Matthew James,Webster,,Northcote,Conservative Party,$0.00,"$1,230.15",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,230.15",Submitted,16/08/2024 4:55 AM,16/08/2024 4:55 AM,16/08/2024 4:55 AM
118,Evie Mcgruddy,d23,David,Walkden,,Coromandel,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 4:53 AM,16/08/2024 4:53 AM,16/08/2024 4:53 AM
117,Evie Mcgruddy,d23,Oliver,Vitali,,Rangitata,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 4:33 AM,16/08/2024 4:33 AM,16/08/2024 4:33 AM
116,Evie Mcgruddy,d23,Mel,Taylor,,Northland,Conservative Party,"$10,908.70","$11,308.70","$10,908.70","$10,908.70",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$11,308.70",Submitted,16/08/2024 3:36 AM,16/08/2024 3:36 AM,16/08/2024 3:36 AM
115,Evie Mcgruddy,d23,Steve,Taylor,,New Lynn,Conservative Party,$0.00,"$3,886.53",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$3,886.53",Submitted,16/08/2024 3:14 AM,16/08/2024 3:14 AM,16/08/2024 3:14 AM
114,Evie Mcgruddy,d23,Vili M,Taukolo,,Manukau East,Conservative Party,$0.00,$368.59,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$368.59,Submitted,16/08/2024 3:10 AM,16/08/2024 3:10 AM,16/08/2024 3:10 AM
113,Evie Mcgruddy,d23,John,Stringer,,Ilam,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 3:08 AM,16/08/2024 3:08 AM,16/08/2024 3:08 AM
112,Evie Mcgruddy,d23,Angela,Storr,,New Plymouth,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 3:07 AM,16/08/2024 3:07 AM,16/08/2024 3:07 AM
111,Evie Mcgruddy,d23,Laura,Storr,,Invercargill,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 3:05 AM,16/08/2024 3:05 AM,16/08/2024 3:05 AM
110,Evie Mcgruddy,d23,Kevin,Stitt,,Papakura,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 3:04 AM,16/08/2024 3:04 AM,16/08/2024 3:04 AM
109,Evie Mcgruddy,d23,Paul,Sommer,,Kelston,Conservative Party,$0.00,"$1,349.43",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,349.43",Submitted,16/08/2024 3:03 AM,16/08/2024 3:03 AM,16/08/2024 3:03 AM
108,Evie Mcgruddy,d23,Litia,Simpson,,Maungakiekie,Conservative Party,$0.00,"$2,935.25",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$2,935.25",Submitted,16/08/2024 3:02 AM,16/08/2024 3:02 AM,16/08/2024 3:02 AM
107,Evie Mcgruddy,d23,Edward,Saafi,,Māngere,Conservative Party,$0.00,"$6,041.40",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$6,041.40",Submitted,16/08/2024 2:58 AM,16/08/2024 2:58 AM,16/08/2024 2:58 AM
106,Evie Mcgruddy,d23,Brent Allan,Reid,,Wairarapa,Conservative Party,$0.00,"$1,878.90",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,878.90",Submitted,16/08/2024 2:55 AM,16/08/2024 2:55 AM,16/08/2024 2:55 AM
105,Evie Mcgruddy,d23,Christine,Rankin,,Epsom,Conservative Party,"$21,782.32","$21,782.32","$21,782.32","$21,782.32",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$21,782.32",Submitted,16/08/2024 2:54 AM,16/08/2024 2:54 AM,16/08/2024 2:54 AM
104,Evie Mcgruddy,d23,Benjamin,Price,,Waimakariri,Conservative Party,$0.00,$774.90,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$774.90,Submitted,16/08/2024 2:52 AM,16/08/2024 2:52 AM,16/08/2024 2:52 AM
103,Evie Mcgruddy,d23,Mark,Peters,,Wigram,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 2:47 AM,16/08/2024 2:47 AM,16/08/2024 2:47 AM
102,Evie Mcgruddy,d23,Melissa,Perkin,,North Shore,Conservative Party,"$16,691.40","$16,691.40","$16,691.40","$16,691.40",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$16,691.40",Submitted,16/08/2024 2:46 AM,16/08/2024 2:46 AM,16/08/2024 2:46 AM
101,Evie Mcgruddy,d23,Mark,Pearce,,Palmerston North,Conservative Party,$0.00,$164.71,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$164.71,Submitted,16/08/2024 2:41 AM,16/08/2024 2:41 AM,16/08/2024 2:41 AM
100,Evie Mcgruddy,d23,Paddy,O'Rourke,,Te Atatū,Conservative Party,$0.00,"$4,750.55",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$4,750.55",Submitted,16/08/2024 2:36 AM,16/08/2024 2:36 AM,16/08/2024 2:36 AM
99,Evie Mcgruddy,d23,Don,Nightingale,,Whangārei,Conservative Party,$0.00,$364.91,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$364.91,Submitted,16/08/2024 2:32 AM,16/08/2024 2:32 AM,16/08/2024 2:32 AM
98,Evie Mcgruddy,d23,Danny,Mountain,,Tāmaki,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 2:29 AM,16/08/2024 2:29 AM,16/08/2024 2:29 AM
97,Evie Mcgruddy,d23,Regan,Monahan,,Auckland Central,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 2:28 AM,16/08/2024 2:28 AM,16/08/2024 2:28 AM
96,Evie Mcgruddy,d23,Garth,McVicar,,Napier,Conservative Party,"$25,183.44","$25,183.44","$25,183.44","$25,183.44",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$25,183.44",Submitted,16/08/2024 2:28 AM,16/08/2024 2:28 AM,16/08/2024 2:28 AM
95,Evie Mcgruddy,d23,Tony,McKenna,,Hamilton West,Conservative Party,$0.00,$714.37,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$714.37,Submitted,16/08/2024 2:19 AM,16/08/2024 2:19 AM,16/08/2024 2:19 AM
94,Evie Mcgruddy,d23,Kim,MacIntyre,,Whanganui,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 2:15 AM,16/08/2024 2:15 AM,16/08/2024 2:15 AM
93,Evie Mcgruddy,d23,Philip Michael,Lynch,,Rimutaka,Conservative Party,$0.00,$731.55,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$731.55,Submitted,16/08/2024 2:12 AM,16/08/2024 2:12 AM,16/08/2024 2:12 AM
92,Evie Mcgruddy,d23,Anne,Lovelock,,Ōtaki,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 2:07 AM,16/08/2024 2:07 AM,16/08/2024 2:07 AM
91,Evie Mcgruddy,d23,Cindy,Kerr,,Dunedin South,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,16/08/2024 2:06 AM,16/08/2024 2:06 AM,16/08/2024 2:06 AM
90,Evie Mcgruddy,d23,Jeffrey,Johnson,,Mt Albert,Conservative Party,$0.00,"$1,626.46",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,626.46",Submitted,16/08/2024 2:05 AM,16/08/2024 2:05 AM,16/08/2024 2:05 AM
89,Evie Mcgruddy,d23,Stephen,Jenkinson,,Tukituki,Conservative Party,$0.00,"$3,724.24",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$3,724.24",Submitted,16/08/2024 1:58 AM,16/08/2024 1:58 AM,16/08/2024 1:58 AM
88,Evie Mcgruddy,d23,Elliot Ewen Pasione,Ikilei,,Manurewa,Conservative Party,$0.00,$368.59,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$368.59,Submitted,16/08/2024 1:55 AM,16/08/2024 1:55 AM,16/08/2024 1:55 AM
87,Evie Mcgruddy,d23,Neville,Hudson,,Hunua,Conservative Party,$0.00,"$1,482.33",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,482.33",Submitted,15/08/2024 2:12 AM,15/08/2024 2:12 AM,15/08/2024 2:12 AM
86,Evie Mcgruddy,d23,Brian,Hooper,,Wellington Central,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,15/08/2024 2:12 AM,15/08/2024 2:12 AM,15/08/2024 2:12 AM
85,Evie Mcgruddy,d23,Claire Margaret,Holley,,West Coast-Tasman,Conservative Party,$0.00,"$5,247.80",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$5,247.80",Submitted,15/08/2024 2:05 AM,15/08/2024 2:05 AM,15/08/2024 2:05 AM
84,Evie Mcgruddy,d23,Anton,Heyns,,Rodney,Conservative Party,"$11,039.39","$11,506.64","$11,039.39","$11,039.39",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$11,506.64",Submitted,15/08/2024 2:00 AM,15/08/2024 2:00 AM,15/08/2024 2:00 AM
83,Evie Mcgruddy,d23,Nathaniel,Heslop,,Tauranga,Conservative Party,$597.12,$597.12,$597.12,$597.12,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$597.12,Submitted,15/08/2024 1:48 AM,15/08/2024 1:48 AM,15/08/2024 1:48 AM
82,Evie Mcgruddy,d23,John,Green,,Nelson,Conservative Party,$0.00,$923.02,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$923.02,Submitted,15/08/2024 1:35 AM,15/08/2024 1:35 AM,15/08/2024 1:35 AM
81,Evie Mcgruddy,d23,Lance,Gedge,,Taupō,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,15/08/2024 1:33 AM,15/08/2024 1:33 AM,15/08/2024 1:33 AM
80,Evie Mcgruddy,d23,Rick,Drayson,,East Coast,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,15/08/2024 1:31 AM,15/08/2024 1:31 AM,15/08/2024 1:31 AM
79,Evie Mcgruddy,d23,Deborah,Dougherty,,Helensville,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,15/08/2024 1:29 AM,15/08/2024 1:29 AM,15/08/2024 1:29 AM
78,Evie Mcgruddy,d23,Brian,Dobbs,,Waikato,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,14/08/2024 2:31 AM,14/08/2024 2:31 AM,14/08/2024 2:31 AM
77,Evie Mcgruddy,d23,Katrina,Day,,Hamilton East,Conservative Party,$0.00,$879.35,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$879.35,Submitted,14/08/2024 2:03 AM,14/08/2024 2:03 AM,14/08/2024 2:03 AM
76,Evie Mcgruddy,d23,Paul,Davie,,Mt Roskill,Conservative Party,$0.00,"$2,085.93",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$2,085.93",Submitted,14/08/2024 1:55 AM,14/08/2024 1:55 AM,14/08/2024 1:55 AM
75,Evie Mcgruddy,d23,Michael,Davidson,,Rotorua,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,14/08/2024 1:53 AM,14/08/2024 1:53 AM,14/08/2024 1:53 AM
74,Evie Mcgruddy,d23,Jonathan,Daley,,Dunedin North,Conservative Party,$0.00,$633.30,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$633.30,Submitted,14/08/2024 1:52 AM,14/08/2024 1:52 AM,14/08/2024 1:52 AM
73,Evie Mcgruddy,d23,Deborah,Cunliffe,,Bay of Plenty,Conservative Party,$492.42,$492.42,$492.42,$492.42,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$492.42,Submitted,13/08/2024 10:18 PM,13/08/2024 10:18 PM,13/08/2024 10:18 PM
72,Evie Mcgruddy,d23,Deborah,Cunliffe,,Bay of Plenty,Conservative Party,$492.42,$492.42,$492.42,$492.42,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$492.42,Submitted,13/08/2024 10:06 PM,13/08/2024 10:06 PM,13/08/2024 10:06 PM
71,Evie Mcgruddy,d23,Andrew,Craig,,Pakuranga,Conservative Party,"$3,194.57","$3,194.57","$3,194.57","$3,194.57",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$3,194.57",Submitted,13/08/2024 9:58 PM,13/08/2024 9:58 PM,13/08/2024 9:58 PM
70,Evie Mcgruddy,d23,Colin,Craig,,East Coast Bays,Conservative Party,"$20,010.50","$20,010.50","$20,010.50","$20,010.50",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$20,010.50",Submitted,13/08/2024 9:48 PM,13/08/2024 9:48 PM,13/08/2024 9:48 PM
69,Evie Mcgruddy,d23,Gordon,Copeland,,Hutt South,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,13/08/2024 12:42 AM,13/08/2024 12:42 AM,13/08/2024 12:42 AM
68,Evie Mcgruddy,d23,Michael,Cooke,,Christchurch Central,Conservative Party,$0.00,$345.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$345.00,Submitted,13/08/2024 12:41 AM,13/08/2024 12:41 AM,13/08/2024 12:41 AM
67,Evie Mcgruddy,d23,Roger,Clibborn,,Selwyn,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,13/08/2024 12:35 AM,13/08/2024 12:35 AM,13/08/2024 12:35 AM
66,Evie Mcgruddy,d23,Michael,Brunner,,Ōhāriu,Conservative Party,"$8,684.04","$8,684.04","$8,684.04","$8,684.04",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$8,684.04",Submitted,9/08/2024 2:53 AM,9/08/2024 2:53 AM,9/08/2024 2:53 AM
65,Evie Mcgruddy,d23,Roy,Brown,,Rangitīkei,Conservative Party,$0.00,"$3,053.62",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$3,053.62",Submitted,9/08/2024 2:36 AM,9/08/2024 2:36 AM,9/08/2024 2:36 AM
64,Evie Mcgruddy,d23,Chris,Brosnan,,Port Hills,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,9/08/2024 2:31 AM,9/08/2024 2:31 AM,9/08/2024 2:31 AM
63,Evie Mcgruddy,d23,Callum,Blair,,Upper Harbour,Conservative Party,"$10,000.00","$25,339.21","$10,000.00","$10,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$25,339.21",Submitted,9/08/2024 2:27 AM,9/08/2024 2:27 AM,9/08/2024 2:27 AM
62,Evie Mcgruddy,d23,Roy,Barry,,Mana,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,9/08/2024 2:22 AM,9/08/2024 2:22 AM,9/08/2024 2:22 AM
61,Evie Mcgruddy,d23,Leighton,Baker,,Christchurch East,Conservative Party,$550.00,"$7,134.45",$550.00,$550.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$7,134.45",Submitted,9/08/2024 2:20 AM,9/08/2024 2:20 AM,9/08/2024 2:20 AM
60,Evie Mcgruddy,d23,Donald,Aubrey,,Waitaki,Conservative Party,$0.00,$858.23,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$858.23,Submitted,9/08/2024 2:18 AM,9/08/2024 2:18 AM,9/08/2024 2:18 AM
59,Evie Mcgruddy,d23,Lachie,Ashton,,Clutha-Southland,Conservative Party,$0.00,"$4,692.26",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$4,692.26",Submitted,9/08/2024 2:16 AM,9/08/2024 2:16 AM,9/08/2024 2:16 AM
58,Evie Mcgruddy,d23,Edward,Aish,,Taranaki-King Country,Conservative Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,9/08/2024 2:12 AM,9/08/2024 2:12 AM,9/08/2024 2:12 AM
57,Evie Mcgruddy,d23,Annalucia,Vermunt,,Manukau East,Communist League,$0.00,$29.25,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$29.25,Submitted,8/08/2024 2:37 AM,8/08/2024 2:37 AM,8/08/2024 2:37 AM
56,Evie Mcgruddy,d23,Felicity,Coggan,,Maungakiekie,Communist League,$0.00,$29.25,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$29.25,Submitted,8/08/2024 2:36 AM,8/08/2024 2:36 AM,8/08/2024 2:36 AM
55,Evie Mcgruddy,d23,Peter,Whitmore,,Auckland Central,Climate Party,$0.00,"$5,105.14",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$5,105.14",Submitted,8/08/2024 2:33 AM,8/08/2024 2:33 AM,8/08/2024 2:33 AM
54,Evie Mcgruddy,d23,Aaron,Carter,,Rongotai,Climate Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,Submitted,8/08/2024 2:32 AM,8/08/2024 2:32 AM,8/08/2024 2:32 AM
