CandidateDonations2023Test_Id,UserName,LoginCode,CandidateName_First,CandidateName_Last,CandidateName_Prefix,Electorate,Party,TotalDonationsACD,TotalExpensesFG,TotalPartA,TotalPartACalculated,PartATotalsMatch,TotalPartB,TotalPartC,TotalPartDCalculated,PartCTotalsMatch,TotalPartD,TotalPartDCalculated2,PartDTotalsMatch,TotalPartFCandidateOnlyExpenses,TotalPartGSharedExpenses,TotalPartH,TotalPartHCalculated,PartHTotalsMatch,Entry_Status,Entry_DateCreated,Entry_DateSubmitted,Entry_DateUpdated
439,Bryce Edwards,d23,Jessica,Hammond,,Ōhāriu,The Opportunities Party,$0.00,"$2,081.75",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,"$2,081.75",$0.00,$0.00,No,Submitted,21/05/2024 2:30 AM,21/05/2024 2:30 AM,21/05/2024 2:30 AM
438,Bryce Edwards,d23,Abe,Gray,,North Shore,The Opportunities Party,$0.00,$287.50,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$287.50,$0.00,$0.00,No,Submitted,21/05/2024 2:28 AM,21/05/2024 2:28 AM,21/05/2024 2:28 AM
437,Bryce Edwards,d23,Alex,Corkin,,Hamilton East,The Opportunities Party,$0.00,$146.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$146.00,$0.00,$0.00,No,Submitted,21/05/2024 2:27 AM,21/05/2024 2:27 AM,21/05/2024 2:27 AM
436,Bryce Edwards,d23,Natalia,Albert,,Wellington Central,The Opportunities Party,$0.00,"$5,349.01",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$4,587.71",$761.30,$0.00,$0.00,No,Submitted,21/05/2024 2:25 AM,21/05/2024 2:25 AM,21/05/2024 2:25 AM
435,Bryce Edwards,d23,James,Robb,,Panmure-Ōtāhuhu,Workers Now,$0.00,$278.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$278.00,$0.00,$0.00,No,Submitted,21/05/2024 2:22 AM,21/05/2024 2:22 AM,21/05/2024 2:22 AM
434,Bryce Edwards,d23,Don,Franks,,Wellington Central,Workers Now,$0.00,$358.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,21/05/2024 2:20 AM,21/05/2024 2:20 AM,21/05/2024 2:20 AM
433,Bryce Edwards,d23,Paul,Davie,,Auckland Central,Rock the Vote NZ,$0.00,"$3,610.54",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$3,610.54",$0.00,$0.00,$0.00,No,Submitted,21/05/2024 2:13 AM,21/05/2024 2:13 AM,21/05/2024 2:13 AM
432,Bryce Edwards,d23,Michael,Clarkson,,Rangitata,Rock the Vote NZ,$0.00,$983.24,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$668.15,$315.09,$0.00,$0.00,No,Submitted,21/05/2024 2:11 AM,21/05/2024 2:11 AM,21/05/2024 2:11 AM
431,Bryce Edwards,d23,Eric,Chuah,,Maungakiekie,Rock the Vote NZ,$0.00,"$1,388.16",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,073.07",$315.09,$0.00,$0.00,No,Submitted,21/05/2024 1:49 AM,21/05/2024 1:49 AM,21/05/2024 1:49 AM
430,Bryce Edwards,d23,John,Alcock,,Pakuranga,Rock the Vote NZ,$0.00,"$1,047.76",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$732.67,$315.09,$0.00,$0.00,No,Submitted,21/05/2024 1:46 AM,21/05/2024 1:46 AM,21/05/2024 1:46 AM
429,Bryce Edwards,d23,Jacobus,Gielen,,Hamilton East,Republic of New Zealand Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,21/05/2024 1:39 AM,21/05/2024 1:39 AM,21/05/2024 1:39 AM
428,Bryce Edwards,d23,Bruce,Dyer,,Nelson,Progressive Aotearoa New Zealand,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,21/05/2024 1:37 AM,21/05/2024 1:37 AM,21/05/2024 1:37 AM
427,Bryce Edwards,d23,Donna,Pokere-Phillips,,Hauraki-Waikato,NZ Outdoors & Freedom Party,$0.00,$587.88,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$587.88,$0.00,$0.00,No,Submitted,21/05/2024 1:32 AM,21/05/2024 1:32 AM,21/05/2024 1:32 AM
426,Bryce Edwards,d23,Sue,Grey,,West Coast-Tasman,NZ Outdoors & Freedom Party,"$9,340.65","$9,682.13","$9,340.65","$9,340.65",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$9,682.13",$0.00,$0.00,$0.00,No,Submitted,21/05/2024 1:31 AM,21/05/2024 1:31 AM,21/05/2024 1:31 AM
425,Bryce Edwards,d23,Mike,Finlayson,,Northland,Northland Party,"$5,000.00","$15,618.15","$5,000.00","$5,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,618.15",$0.00,$0.00,$0.00,No,Submitted,21/05/2024 1:13 AM,21/05/2024 1:13 AM,21/05/2024 1:13 AM
424,Bryce Edwards,d23,Tony,Pitiroi,,Remutaka,NewZeal,$0.00,"$3,088.54",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$3,088.54",$0.00,$0.00,$0.00,No,Submitted,21/05/2024 1:08 AM,21/05/2024 1:08 AM,21/05/2024 1:08 AM
423,Bryce Edwards,d23,Lisa Marie,Mead,,Banks Peninsula,NewZeal,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,21/05/2024 1:06 AM,21/05/2024 1:06 AM,21/05/2024 1:06 AM
422,Bryce Edwards,d23,Paul,Adams,,East Coast Bays,National Party,$0.00,"$18,751.50",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,20/05/2024 1:05 AM,20/05/2024 1:05 AM,20/05/2024 1:05 AM
421,Bryce Edwards,d23,Tony,Corbett,,Upper Harbour,New Zealand Sovereignty,$0.00,"$1,099.40",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,099.40",$0.00,$0.00,$0.00,No,Submitted,20/05/2024 1:01 AM,20/05/2024 1:01 AM,20/05/2024 1:01 AM
420,Bryce Edwards,d23,Nathan Lee,Couper,,Hamilton East,New World Order McCann Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,20/05/2024 12:59 AM,20/05/2024 12:59 AM,20/05/2024 12:59 AM
419,Bryce Edwards,d23,Dolf,van Amersfoort,,Rangitata,New Nation Party,$0.00,$816.50,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$816.50,$0.00,$0.00,$0.00,No,Submitted,20/05/2024 12:56 AM,20/05/2024 12:56 AM,20/05/2024 12:56 AM
418,Bryce Edwards,d23,Guy,Slocum,,Auckland Central,New Nation Party,"$2,323.00",$0.00,"$2,323.00","$2,323.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,20/05/2024 12:54 AM,20/05/2024 12:54 AM,20/05/2024 12:54 AM
417,Bryce Edwards,d23,Greg,Robinson,,New Plymouth,New Nation Party,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,20/05/2024 12:48 AM,20/05/2024 12:48 AM,20/05/2024 12:48 AM
416,Bryce Edwards,d23,Christopher,Luxon,,Botany,National Party,"$32,508.14","$16,398.50","$32,508.14","$32,508.14",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$3,702.17","$12,696.33",$0.00,$0.00,No,Submitted,17/05/2024 11:02 PM,17/05/2024 11:02 PM,17/05/2024 11:02 PM
415,Bryce Edwards,d23,Chlöe,Swarbrick,,Auckland Central,Greens,"$95,023.00","$31,643.34","$95,023.00","$95,023.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,798.50","$29,844.84",$0.00,$0.00,No,Submitted,17/05/2024 10:55 PM,17/05/2024 10:55 PM,17/05/2024 10:55 PM
414,Bryce Edwards,d23,Meka,Whaitiri,,Ikaroa-Rāwhiti,Te Pati Maori,"$35,425.00","$22,109.35","$35,425.00","$35,425.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$22,109.35",$0.00,$0.00,$0.00,No,Submitted,17/05/2024 10:41 PM,17/05/2024 10:41 PM,17/05/2024 10:41 PM
413,Bryce Edwards,d23,Rawiri,Waititi,,Waiariki,Te Pati Maori,"$37,895.00","$28,541.86","$37,895.00","$37,895.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$11,229.79","$17,312.07",$0.00,$0.00,No,Submitted,17/05/2024 10:32 PM,17/05/2024 10:32 PM,17/05/2024 10:32 PM
412,Bryce Edwards,d23,Te Whakapono,Waikare,,Wairarapa,Te Pati Maori,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,17/05/2024 10:05 PM,17/05/2024 10:05 PM,17/05/2024 10:05 PM
411,Bryce Edwards,d23,John,Tamihere,,Te Atatū,Te Pati Maori,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,17/05/2024 10:03 PM,17/05/2024 10:03 PM,17/05/2024 10:03 PM
410,Bryce Edwards,d23,Mikaere,Sydney,,Tauranga,Te Pati Maori,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,17/05/2024 10:02 PM,17/05/2024 10:02 PM,17/05/2024 10:02 PM
409,Bryce Edwards,d23,Merepeka,Raukawa-Tait,,Rotorua,Te Pati Maori,"$10,000.00","$13,642.24","$10,000.00","$10,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$9,254.95","$4,387.29",$0.00,$0.00,No,Submitted,17/05/2024 9:59 PM,17/05/2024 9:59 PM,17/05/2024 9:59 PM
408,Bryce Edwards,d23,Hilda,Peters,,Māngere,Te Pati Maori,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,17/05/2024 9:53 PM,17/05/2024 9:53 PM,17/05/2024 9:53 PM
407,Bryce Edwards,d23,Awatea,Parker,,Hamilton East,Te Pati Maori,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,17/05/2024 9:52 PM,17/05/2024 9:52 PM,17/05/2024 9:52 PM
406,Bryce Edwards,d23,Debbie,Ngarewa-Packer,,Te Tai Hauāuru,Te Pati Maori,"$5,000.00","$27,576.22","$5,000.00","$5,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$20,469.68","$7,106.54",$0.00,$0.00,No,Submitted,17/05/2024 9:51 PM,17/05/2024 9:51 PM,17/05/2024 9:51 PM
405,Bryce Edwards,d23,Rangi,McLean,,Manurewa,Te Pati Maori,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,17/05/2024 9:46 PM,17/05/2024 9:46 PM,17/05/2024 9:46 PM
404,Bryce Edwards,d23,Hana-Rawhiti,Maipi-Clarke,,Hauraki-Waikato,Te Pati Maori,"$2,000.00","$15,980.01","$2,000.00","$2,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$12,472.51","$3,507.50",$0.00,$0.00,No,Submitted,17/05/2024 9:45 PM,17/05/2024 9:45 PM,17/05/2024 9:45 PM
403,Bryce Edwards,d23,Takutai,Kemp,,Tāmaki Makaurau,Te Pati Maori,"$48,512.94","$11,350.50",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$5,974.25","$5,376.25",$0.00,$0.00,No,Submitted,17/05/2024 9:37 PM,17/05/2024 9:37 PM,17/05/2024 9:37 PM
402,Bryce Edwards,d23,Mariameno,Kapa-Kingi,,Te Tai Tokerau,Te Pati Maori,"$47,075.00","$9,867.75","$47,075.00","$34,045.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$5,483.38","$4,384.38",$0.00,$0.00,No,Submitted,17/05/2024 9:31 PM,17/05/2024 9:31 PM,17/05/2024 9:31 PM
401,Bryce Edwards,d23,Eru,Kapa-Kingi,,Whangārei,Te Pati Maori,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,16/05/2024 12:05 AM,16/05/2024 12:05 AM,16/05/2024 12:05 AM
400,Bryce Edwards,d23,Jacqui,Harema,,Kelston,Te Pati Maori,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,16/05/2024 12:02 AM,16/05/2024 12:02 AM,16/05/2024 12:02 AM
399,Bryce Edwards,d23,Fallyn,Flavell,,East Coast,Te Pati Maori,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,15/05/2024 11:59 PM,15/05/2024 11:59 PM,15/05/2024 11:59 PM
398,Bryce Edwards,d23,Tākuta,Ferris,,Te Tai Tonga,Te Pati Maori,"$14,500.00","$2,565.94",$0.00,"$14,500.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$409.69,"$2,156.25",$0.00,$0.00,No,Submitted,15/05/2024 11:11 PM,15/05/2024 11:11 PM,15/05/2024 11:11 PM
397,Bryce Edwards,d23,Shane,Wiremu,,Christchurch East,National Party,$0.00,"$2,615.00",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,"$2,615.00",$0.00,$0.00,No,Submitted,15/05/2024 4:00 AM,15/05/2024 4:00 AM,15/05/2024 4:00 AM
396,Bryce Edwards,d23,David,Wilson,,Upper Harbour,NZ First,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,15/05/2024 3:56 AM,15/05/2024 3:56 AM,15/05/2024 3:56 AM
395,Bryce Edwards,d23,Michelle,Warren,,Northcote,NZ First,$0.00,$600.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$600.00,$0.00,$0.00,No,Submitted,15/05/2024 3:54 AM,15/05/2024 3:54 AM,15/05/2024 3:54 AM
394,Bryce Edwards,d23,Helma,Vermeulen,,Rangitīkei,NZ First,$0.00,"$1,204.75",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,"$1,204.75",$0.00,$0.00,No,Submitted,15/05/2024 3:48 AM,15/05/2024 3:48 AM,15/05/2024 3:48 AM
393,Bryce Edwards,d23,Tanya,Unkovich,,Epsom,NZ First,$0.00,"$11,344.25",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$10,681.20",$663.25,$0.00,$0.00,No,Submitted,15/05/2024 3:11 AM,15/05/2024 3:11 AM,15/05/2024 3:11 AM
392,Bryce Edwards,d23,Laurie,Turnbull,,Napier,NZ First,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,15/05/2024 3:03 AM,15/05/2024 3:03 AM,15/05/2024 3:03 AM
391,Bryce Edwards,d23,Kevin,Stone,,Hamilton West,NZ First,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,15/05/2024 2:58 AM,15/05/2024 2:58 AM,15/05/2024 2:58 AM
390,Bryce Edwards,d23,Craig,Sinclair,,East Coast,NZ First,$0.00,$200.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$200.00,$0.00,$0.00,No,Submitted,15/05/2024 2:52 AM,15/05/2024 2:52 AM,15/05/2024 2:52 AM
389,Bryce Edwards,d23,Tira,Pehi,,Taupō,National Party,$0.00,$200.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$200.00,$0.00,$0.00,No,Submitted,15/05/2024 2:50 AM,15/05/2024 2:50 AM,15/05/2024 2:50 AM
388,Bryce Edwards,d23,Anthony,Odering,,Waitaki,NZ First,$0.00,$200.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$200.00,$0.00,$0.00,No,Submitted,15/05/2024 2:31 AM,15/05/2024 2:31 AM,15/05/2024 2:31 AM
387,Bryce Edwards,d23,Kirsten,Murfitt,,Bay of Plenty,NZ First,"$15,000.00","$2,814.34","$15,000.00","$15,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,"$2,814.34",$0.00,$0.00,No,Submitted,15/05/2024 1:49 AM,15/05/2024 1:49 AM,15/05/2024 1:49 AM
386,Bryce Edwards,d23,Robert,Monds,,Papakura,NZ First,$0.00,$200.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$200.00,$0.00,$0.00,No,Submitted,14/05/2024 9:41 PM,14/05/2024 9:41 PM,14/05/2024 9:41 PM
385,Bryce Edwards,d23,Geoff,Mills,,Rongotai,NZ First,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,14/05/2024 9:36 PM,14/05/2024 9:36 PM,14/05/2024 9:36 PM
384,Bryce Edwards,d23,Keegan,Langveld,,Dunedin,NZ First,$0.00,$200.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$200.00,$0.00,$0.00,No,Submitted,14/05/2024 4:02 AM,14/05/2024 4:02 AM,14/05/2024 4:02 AM
383,Bryce Edwards,d23,Russelle,Knaap,,Hamilton East,NZ First,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,14/05/2024 3:57 AM,14/05/2024 3:57 AM,14/05/2024 3:57 AM
382,Bryce Edwards,d23,Lindsay,Kerslake,,Banks Peninsula,NZ First,$0.00,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,$0.00,$0.00,No,Submitted,14/05/2024 3:54 AM,14/05/2024 3:54 AM,14/05/2024 3:54 AM
381,Bryce Edwards,d23,Stuart,Husband,,Waikato,NZ First,$0.00,$600.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$600.00,$0.00,$0.00,No,Submitted,14/05/2024 3:52 AM,14/05/2024 3:52 AM,14/05/2024 3:52 AM
380,Bryce Edwards,d23,Andrew,Hogg,,Maungakiekie,NZ First,$0.00,$200.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$200.00,$0.00,$0.00,No,Submitted,14/05/2024 3:50 AM,14/05/2024 3:50 AM,14/05/2024 3:50 AM
379,Bryce Edwards,d23,Erika,Harvey,,Tauranga,NZ First,"$12,791.30","$4,882.98","$12,791.30","$12,791.30",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,"$4,882.98",$0.00,$0.00,No,Submitted,14/05/2024 3:45 AM,14/05/2024 3:45 AM,14/05/2024 3:45 AM
378,Bryce Edwards,d23,Andy,Foster,,Mana,NZ First,$0.00,$200.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$200.00,$0.00,$0.00,No,Submitted,14/05/2024 2:47 AM,14/05/2024 2:47 AM,14/05/2024 2:47 AM
377,Bryce Edwards,d23,Anne,Degia-Pala,,Kelston,NZ First,$0.00,$200.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$200.00,$0.00,$0.00,No,Submitted,14/05/2024 2:41 AM,14/05/2024 2:41 AM,14/05/2024 2:41 AM
376,Bryce Edwards,d23,Gavin,Benney,,Whangārei,NZ First,"$18,000.00","$11,840.82","$18,000.00","$18,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$5,081.35","$6,759.47",$0.00,$0.00,No,Submitted,14/05/2024 2:39 AM,14/05/2024 2:39 AM,14/05/2024 2:39 AM
375,Bryce Edwards,d23,Mark,Arneil,,Christchurch Central,NZ First,"$18,786.20","$2,497.50","$18,786.20","$18,768.20",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$285.00,"$2,212.50",$0.00,$0.00,No,Submitted,14/05/2024 12:28 AM,14/05/2024 12:28 AM,14/05/2024 12:28 AM
374,Bryce Edwards,d23,Rosemary,Bourke,,Māngere,National Party,"$21,000.00","$9,653.86","$21,000.00","$21,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$7,561.18","$2,092.68",$0.00,$0.00,No,Submitted,10/05/2024 3:13 AM,10/05/2024 3:13 AM,10/05/2024 3:13 AM
373,Bryce Edwards,d23,Harete,Hipango,,Te Tai Hauāuru,National Party,"$11,675.13","$13,321.42","$11,675.13","$11,675.13",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$12,052.84","$1,268.58",$0.00,$0.00,No,Submitted,10/05/2024 3:07 AM,10/05/2024 3:07 AM,10/05/2024 3:07 AM
372,Bryce Edwards,d23,Michael,Woodhouse,,Dunedin,National Party,"$7,832.97","$5,680.86","$7,832.97","$7,832.97",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$4,282.68","$1,398.18",$0.00,$0.00,No,Submitted,10/05/2024 2:46 AM,10/05/2024 2:46 AM,10/05/2024 2:46 AM
371,Bryce Edwards,d23,Vanessa,Weenink,,Banks Peninsula,National Party,"$34,224.77","$25,328.50","$34,224.77","$34,224.77",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$20,863.12","$4,465.38",$0.00,$0.00,No,Submitted,10/05/2024 2:44 AM,10/05/2024 2:44 AM,10/05/2024 2:44 AM
370,Bryce Edwards,d23,Catherine,Wedd,,Tukituki,National Party,"$61,920.56","$27,662.99","$61,920.56","$61,920.56",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$23,829.26","$3,833.73",$0.00,$0.00,No,Submitted,10/05/2024 2:42 AM,10/05/2024 2:42 AM,10/05/2024 2:42 AM
369,Bryce Edwards,d23,Simon,Watts,,North Shore,National Party,"$36,061.54","$26,651.44","$36,061.54","$36,061.54",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$23,911.35","$2,740.09",$0.00,$0.00,No,Submitted,10/05/2024 2:37 AM,10/05/2024 2:37 AM,10/05/2024 2:37 AM
368,Bryce Edwards,d23,Tim,van de Molen,,Waikato,National Party,"$18,075.68","$18,180.10","$18,075.68","$18,075.68",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$10,091.87","$8,088.23",$0.00,$0.00,No,Submitted,10/05/2024 2:20 AM,10/05/2024 2:20 AM,10/05/2024 2:20 AM
367,Bryce Edwards,d23,Sam,Uffindell,,Tauranga,National Party,"$32,963.90","$18,879.39","$32,963.90","$32,963.90",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,314.81","$3,564.58",$0.00,$0.00,No,Submitted,10/05/2024 2:12 AM,10/05/2024 2:12 AM,10/05/2024 2:12 AM
366,Bryce Edwards,d23,Hinurewa,Te Hau,,Tāmaki Makaurau,National Party,$0.00,"$8,916.51",$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$8,161.35",$755.16,$0.00,$0.00,No,Submitted,10/05/2024 1:56 AM,10/05/2024 1:56 AM,10/05/2024 1:56 AM
365,Bryce Edwards,d23,Tracy,Summerfield,,Wigram,National Party,"$15,500.00","$19,609.38",$0.00,"$15,500.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$16,240.63","$3,368.75",$0.00,$0.00,No,Submitted,10/05/2024 1:38 AM,10/05/2024 1:38 AM,10/05/2024 1:38 AM
364,Bryce Edwards,d23,Matt,Stock,,Christchurch East,National Party,"$26,188.96","$21,560.49","$26,188.96","$26,188.96",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$19,564.26","$1,996.23",$0.00,$0.00,No,Submitted,10/05/2024 12:44 AM,10/05/2024 12:44 AM,10/05/2024 12:44 AM
363,Bryce Edwards,d23,Dale,Stephens,,Christchurch Central,National Party,"$35,750.65","$25,830.87","$35,750.65","$35,750.65",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$23,245.82","$2,585.05",$0.00,$0.00,No,Submitted,10/05/2024 12:29 AM,10/05/2024 12:29 AM,10/05/2024 12:29 AM
362,Bryce Edwards,d23,Stuart,Smith,,Kaikōura,National Party,"$13,416.29","$12,413.99",$0.00,"$13,416.29",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$10,879.59","$1,534.40",$0.00,$0.00,No,Submitted,10/05/2024 12:22 AM,10/05/2024 12:22 AM,10/05/2024 12:22 AM
361,Bryce Edwards,d23,Scott,Simpson,,Coromandel,National Party,"$31,340.00","$13,572.89","$31,340.00","$31,340.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$12,155.58","$1,417.31",$0.00,$0.00,No,Submitted,10/05/2024 12:18 AM,10/05/2024 12:18 AM,10/05/2024 12:18 AM
360,Bryce Edwards,d23,Scott,Sheeran,,Wellington Central,National Party,"$64,260.19","$25,359.92","$64,260.19","$64,260.19",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$21,312.72","$4,047.20",$0.00,$0.00,No,Submitted,10/05/2024 12:11 AM,10/05/2024 12:11 AM,10/05/2024 12:11 AM
359,Bryce Edwards,d23,Ruby,Schaumkel,,Kelston,National Party,"$14,875.34","$16,653.04","$14,875.34","$14,875.34",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,512.83","$1,140.21",$0.00,$0.00,No,Submitted,9/05/2024 11:48 PM,9/05/2024 11:48 PM,9/05/2024 11:48 PM
358,Bryce Edwards,d23,Tom,Rutherford,,Bay of Plenty,National Party,"$45,731.49","$30,655.01","$45,731.49","$45,371.49",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$27,387.79","$3,267.22",$0.00,$0.00,No,Submitted,9/05/2024 4:25 AM,9/05/2024 4:25 AM,9/05/2024 4:25 AM
